lineage,parent,children
B.1,B,B.1.1.145
B,NA,B.1.1.145
B.1.1.147,B.1.1,B.1.1.147
B.1.1,B.1,B.1.1.147
B.1,B,B.1.1.147
B,NA,B.1.1.147
B.1.1.148,B.1.1,B.1.1.148
B.1.1,B.1,B.1.1.148
B.1,B,B.1.1.148
B,NA,B.1.1.148
B.1.1.149,B.1.1,B.1.1.149
B.1.1,B.1,B.1.1.149
B.1,B,B.1.1.149
B,NA,B.1.1.149
B.1.1.152,B.1.1,B.1.1.152
B.1.1,B.1,B.1.1.152
B.1,B,B.1.1.152
B,NA,B.1.1.152
B.1.1.153,B.1.1,B.1.1.153
B.1.1,B.1,B.1.1.153
B.1,B,B.1.1.153
B,NA,B.1.1.153
B.1.1.154,B.1.1,B.1.1.154
B.1.1,B.1,B.1.1.154
B.1,B,B.1.1.154
B,NA,B.1.1.154
B.1.1.155,B.1.1,B.1.1.155
B.1.1,B.1,B.1.1.155
B.1,B,B.1.1.155
B,NA,B.1.1.155
B.1.1.157,B.1.1,B.1.1.157
B.1.1,B.1,B.1.1.157
B.1,B,B.1.1.157
B,NA,B.1.1.157
B.1.1.158,B.1.1,B.1.1.158
B.1.1,B.1,B.1.1.158
B.1,B,B.1.1.158
B,NA,B.1.1.158
B.1.1.159,B.1.1,B.1.1.159
B.1.1,B.1,B.1.1.159
B.1,B,B.1.1.159
B,NA,B.1.1.159
B.1.1.160,B.1.1,B.1.1.160
B.1.1,B.1,B.1.1.160
B.1,B,B.1.1.160
B,NA,B.1.1.160
B.1.1.161,B.1.1,B.1.1.161
B.1.1,B.1,B.1.1.161
B.1,B,B.1.1.161
B,NA,B.1.1.161
B.1.1.162,B.1.1,B.1.1.162
B.1.1,B.1,B.1.1.162
B.1,B,B.1.1.162
B,NA,B.1.1.162
B.1.1.163,B.1.1,B.1.1.163
B.1.1,B.1,B.1.1.163
B.1,B,B.1.1.163
B,NA,B.1.1.163
B.1.1.164,B.1.1,B.1.1.164
B.1.1,B.1,B.1.1.164
B.1,B,B.1.1.164
B,NA,B.1.1.164
B.1.1.165,B.1.1,B.1.1.165
B.1.1,B.1,B.1.1.165
B.1,B,B.1.1.165
B,NA,B.1.1.165
B.1.1.166,B.1.1,B.1.1.166
B.1.1,B.1,B.1.1.166
B.1,B,B.1.1.166
B,NA,B.1.1.166
B.1.1.168,B.1.1,B.1.1.168
B.1.1,B.1,B.1.1.168
B.1,B,B.1.1.168
B,NA,B.1.1.168
B.1.1.169,B.1.1,B.1.1.169
B.1.1,B.1,B.1.1.169
B.1,B,B.1.1.169
B,NA,B.1.1.169
B.1.1.170,B.1.1,B.1.1.170
B.1.1,B.1,B.1.1.170
B.1,B,B.1.1.170
B,NA,B.1.1.170
B.1.1.171,B.1.1,B.1.1.171
B.1.1,B.1,B.1.1.171
B.1,B,B.1.1.171
B,NA,B.1.1.171
B.1.1.172,B.1.1,B.1.1.172
B.1.1,B.1,B.1.1.172
B.1,B,B.1.1.172
B,NA,B.1.1.172
B.1.1.174,B.1.1,B.1.1.174
B.1.1,B.1,B.1.1.174
B.1,B,B.1.1.174
B,NA,B.1.1.174
B.1.1.175,B.1.1,B.1.1.175
B.1.1,B.1,B.1.1.175
B.1,B,B.1.1.175
B,NA,B.1.1.175
B.1.1.176,B.1.1,B.1.1.176
B.1.1,B.1,B.1.1.176
B.1,B,B.1.1.176
B,NA,B.1.1.176
B.1.1.177,B.1.1,B.1.1.177
B.1.1,B.1,B.1.1.177
B.1,B,B.1.1.177
B,NA,B.1.1.177
B.1.1.178,B.1.1,B.1.1.178
B.1.1,B.1,B.1.1.178
B.1,B,B.1.1.178
B,NA,B.1.1.178
B.1.1.180,B.1.1,B.1.1.180
B.1.1,B.1,B.1.1.180
B.1,B,B.1.1.180
B,NA,B.1.1.180
B.1.1.181,B.1.1,B.1.1.181
B.1.1,B.1,B.1.1.181
B.1,B,B.1.1.181
B,NA,B.1.1.181
B.1.1.182,B.1.1,B.1.1.182
B.1.1,B.1,B.1.1.182
B.1,B,B.1.1.182
B,NA,B.1.1.182
B.1.1.184,B.1.1,B.1.1.184
B.1.1,B.1,B.1.1.184
B.1,B,B.1.1.184
B,NA,B.1.1.184
B.1.1.185,B.1.1,B.1.1.185
B.1.1,B.1,B.1.1.185
B.1,B,B.1.1.185
B,NA,B.1.1.185
B.1.1.186,B.1.1,B.1.1.186
B.1.1,B.1,B.1.1.186
B.1,B,B.1.1.186
B,NA,B.1.1.186
B.1.1.187,B.1.1,B.1.1.187
B.1.1,B.1,B.1.1.187
B.1,B,B.1.1.187
B,NA,B.1.1.187
B.1.1.189,B.1.1,B.1.1.189
B.1.1,B.1,B.1.1.189
B.1,B,B.1.1.189
B,NA,B.1.1.189
B.1.1.190,B.1.1,B.1.1.190
B.1.1,B.1,B.1.1.190
B.1,B,B.1.1.190
B,NA,B.1.1.190
B.1.1.191,B.1.1,B.1.1.191
B.1.1,B.1,B.1.1.191
B.1,B,B.1.1.191
B,NA,B.1.1.191
B.1.1.192,B.1.1,B.1.1.192
B.1.1,B.1,B.1.1.192
B.1,B,B.1.1.192
B,NA,B.1.1.192
B.1.1.193,B.1.1,B.1.1.193
B.1.1,B.1,B.1.1.193
B.1,B,B.1.1.193
B,NA,B.1.1.193
B.1.1.194,B.1.1,B.1.1.194
B.1.1,B.1,B.1.1.194
B.1,B,B.1.1.194
B,NA,B.1.1.194
B.1.1.196,B.1.1,B.1.1.196
B.1.1,B.1,B.1.1.196
B.1,B,B.1.1.196
B,NA,B.1.1.196
B.1.1.197,B.1.1,B.1.1.197
B.1.1,B.1,B.1.1.197
B.1,B,B.1.1.197
B,NA,B.1.1.197
B.1.1.198,B.1.1,B.1.1.198
B.1.1,B.1,B.1.1.198
B.1,B,B.1.1.198
B,NA,B.1.1.198
B.1.1.200,B.1.1,B.1.1.200
B.1.1,B.1,B.1.1.200
B.1,B,B.1.1.200
B,NA,B.1.1.200
AN.1,B.1.1.200,AN.1
B.1.1.200,B.1.1,AN.1
B.1.1,B.1,AN.1
B.1,B,AN.1
B,NA,AN.1
B.1.1.201,B.1.1,B.1.1.201
B.1.1,B.1,B.1.1.201
B.1,B,B.1.1.201
B,NA,B.1.1.201
B.1.1.202,B.1.1,B.1.1.202
B.1.1,B.1,B.1.1.202
B.1,B,B.1.1.202
B,NA,B.1.1.202
B.1.1.203,B.1.1,B.1.1.203
B.1.1,B.1,B.1.1.203
B.1,B,B.1.1.203
B,NA,B.1.1.203
B.1.1.204,B.1.1,B.1.1.204
B.1.1,B.1,B.1.1.204
B.1,B,B.1.1.204
B,NA,B.1.1.204
B.1.1.205,B.1.1,B.1.1.205
B.1.1,B.1,B.1.1.205
B.1,B,B.1.1.205
B,NA,B.1.1.205
B.1.1.207,B.1.1,B.1.1.207
B.1.1,B.1,B.1.1.207
B.1,B,B.1.1.207
B,NA,B.1.1.207
B.1.1.208,B.1.1,B.1.1.208
B.1.1,B.1,B.1.1.208
B.1,B,B.1.1.208
B,NA,B.1.1.208
B.1.1.209,B.1.1,B.1.1.209
B.1.1,B.1,B.1.1.209
B.1,B,B.1.1.209
B,NA,B.1.1.209
B.1.1.210,B.1.1,B.1.1.210
B.1.1,B.1,B.1.1.210
B.1,B,B.1.1.210
B,NA,B.1.1.210
B.1.1.213,B.1.1,B.1.1.213
B.1.1,B.1,B.1.1.213
B.1,B,B.1.1.213
B,NA,B.1.1.213
B.1.1.214,B.1.1,B.1.1.214
B.1.1,B.1,B.1.1.214
B.1,B,B.1.1.214
B,NA,B.1.1.214
B.1.1.216,B.1.1,B.1.1.216
B.1.1,B.1,B.1.1.216
B.1,B,B.1.1.216
B,NA,B.1.1.216
AM.1,B.1.1.216,AM.1
B.1.1.216,B.1.1,AM.1
B.1.1,B.1,AM.1
B.1,B,AM.1
B,NA,AM.1
AM.2,B.1.1.216,AM.2
B.1.1.216,B.1.1,AM.2
B.1.1,B.1,AM.2
B.1,B,AM.2
B,NA,AM.2
AM.3,B.1.1.216,AM.3
B.1.1.216,B.1.1,AM.3
B.1.1,B.1,AM.3
B.1,B,AM.3
B,NA,AM.3
AM.4,B.1.1.216,AM.4
B.1.1.216,B.1.1,AM.4
B.1.1,B.1,AM.4
B.1,B,AM.4
B,NA,AM.4
B.1.1.217,B.1.1,B.1.1.217
B.1.1,B.1,B.1.1.217
B.1,B,B.1.1.217
B,NA,B.1.1.217
S.1,B.1.1.217,S.1
B.1.1.217,B.1.1,S.1
B.1.1,B.1,S.1
B.1,B,S.1
B,NA,S.1
B.1.1.218,B.1.1,B.1.1.218
B.1.1,B.1,B.1.1.218
B.1,B,B.1.1.218
B,NA,B.1.1.218
B.1.1.219,B.1.1,B.1.1.219
B.1.1,B.1,B.1.1.219
B.1,B,B.1.1.219
B,NA,B.1.1.219
B.1.1.220,B.1.1,B.1.1.220
B.1.1,B.1,B.1.1.220
B.1,B,B.1.1.220
B,NA,B.1.1.220
B.1.1.221,B.1.1,B.1.1.221
B.1.1,B.1,B.1.1.221
B.1,B,B.1.1.221
B,NA,B.1.1.221
B.1.1.222,B.1.1,B.1.1.222
B.1.1,B.1,B.1.1.222
B.1,B,B.1.1.222
B,NA,B.1.1.222
B.1.1.224,B.1.1,B.1.1.224
B.1.1,B.1,B.1.1.224
B.1,B,B.1.1.224
B,NA,B.1.1.224
B.1.1.225,B.1.1,B.1.1.225
B.1.1,B.1,B.1.1.225
B.1,B,B.1.1.225
B,NA,B.1.1.225
B.1.1.226,B.1.1,B.1.1.226
B.1.1,B.1,B.1.1.226
B.1,B,B.1.1.226
B,NA,B.1.1.226
B.1.1.227,B.1.1,B.1.1.227
B.1.1,B.1,B.1.1.227
B.1,B,B.1.1.227
B,NA,B.1.1.227
B.1.1.228,B.1.1,B.1.1.228
B.1.1,B.1,B.1.1.228
B.1,B,B.1.1.228
B,NA,B.1.1.228
B.1.1.229,B.1.1,B.1.1.229
B.1.1,B.1,B.1.1.229
B.1,B,B.1.1.229
B,NA,B.1.1.229
B.1.1.230,B.1.1,B.1.1.230
B.1.1,B.1,B.1.1.230
B.1,B,B.1.1.230
B,NA,B.1.1.230
B.1.1.231,B.1.1,B.1.1.231
B.1.1,B.1,B.1.1.231
B.1,B,B.1.1.231
B,NA,B.1.1.231
AL.1,B.1.1.231,AL.1
B.1.1.231,B.1.1,AL.1
B.1.1,B.1,AL.1
B.1,B,AL.1
B,NA,AL.1
B.1.1.232,B.1.1,B.1.1.232
B.1.1,B.1,B.1.1.232
B.1,B,B.1.1.232
B,NA,B.1.1.232
AK.1,B.1.1.232,AK.1
B.1.1.232,B.1.1,AK.1
B.1.1,B.1,AK.1
B.1,B,AK.1
B,NA,AK.1
AK.2,B.1.1.232,AK.2
B.1.1.232,B.1.1,AK.2
B.1.1,B.1,AK.2
B.1,B,AK.2
B,NA,AK.2
B.1.1.234,B.1.1,B.1.1.234
B.1.1,B.1,B.1.1.234
B.1,B,B.1.1.234
B,NA,B.1.1.234
B.1.1.236,B.1.1,B.1.1.236
B.1.1,B.1,B.1.1.236
B.1,B,B.1.1.236
B,NA,B.1.1.236
B.1.1.237,B.1.1,B.1.1.237
B.1.1,B.1,B.1.1.237
B.1,B,B.1.1.237
B,NA,B.1.1.237
B.1.1.239,B.1.1,B.1.1.239
B.1.1,B.1,B.1.1.239
B.1,B,B.1.1.239
B,NA,B.1.1.239
B.1.1.241,B.1.1,B.1.1.241
B.1.1,B.1,B.1.1.241
B.1,B,B.1.1.241
B,NA,B.1.1.241
AH.1,B.1.1.241,AH.1
B.1.1.241,B.1.1,AH.1
B.1.1,B.1,AH.1
B.1,B,AH.1
B,NA,AH.1
AH.2,B.1.1.241,AH.2
B.1.1.241,B.1.1,AH.2
B.1.1,B.1,AH.2
B.1,B,AH.2
B,NA,AH.2
AH.3,B.1.1.241,AH.3
B.1.1.241,B.1.1,AH.3
B.1.1,B.1,AH.3
B.1,B,AH.3
B,NA,AH.3
B.1.1.240,B.1.1,B.1.1.240
B.1.1,B.1,B.1.1.240
B.1,B,B.1.1.240
B,NA,B.1.1.240
AJ.1,B.1.1.240,AJ.1
B.1.1.240,B.1.1,AJ.1
B.1.1,B.1,AJ.1
B.1,B,AJ.1
B,NA,AJ.1
B.1.1.242,B.1.1,B.1.1.242
B.1.1,B.1,B.1.1.242
B.1,B,B.1.1.242
B,NA,B.1.1.242
B.1.1.243,B.1.1,B.1.1.243
B.1.1,B.1,B.1.1.243
B.1,B,B.1.1.243
B,NA,B.1.1.243
B.1.1.244,B.1.1,B.1.1.244
B.1.1,B.1,B.1.1.244
B.1,B,B.1.1.244
B,NA,B.1.1.244
B.1.1.249,B.1.1,B.1.1.249
B.1.1,B.1,B.1.1.249
B.1,B,B.1.1.249
B,NA,B.1.1.249
B.1.1.251,B.1.1,B.1.1.251
B.1.1,B.1,B.1.1.251
B.1,B,B.1.1.251
B,NA,B.1.1.251
B.1.1.253,B.1.1,B.1.1.253
B.1.1,B.1,B.1.1.253
B.1,B,B.1.1.253
B,NA,B.1.1.253
B.1.1.254,B.1.1,B.1.1.254
B.1.1,B.1,B.1.1.254
B.1,B,B.1.1.254
B,NA,B.1.1.254
B.1.1.255,B.1.1,B.1.1.255
B.1.1,B.1,B.1.1.255
B.1,B,B.1.1.255
B,NA,B.1.1.255
B.1.1.256,B.1.1,B.1.1.256
B.1.1,B.1,B.1.1.256
B.1,B,B.1.1.256
B,NA,B.1.1.256
B.1.1.258,B.1.1,B.1.1.258
B.1.1,B.1,B.1.1.258
B.1,B,B.1.1.258
B,NA,B.1.1.258
B.1.1.261,B.1.1,B.1.1.261
B.1.1,B.1,B.1.1.261
B.1,B,B.1.1.261
B,NA,B.1.1.261
B.1.1.257,B.1.1,B.1.1.257
B.1.1,B.1,B.1.1.257
B.1,B,B.1.1.257
B,NA,B.1.1.257
B.1.1.262,B.1.1,B.1.1.262
B.1.1,B.1,B.1.1.262
B.1,B,B.1.1.262
B,NA,B.1.1.262
B.1.1.263,B.1.1,B.1.1.263
B.1.1,B.1,B.1.1.263
B.1,B,B.1.1.263
B,NA,B.1.1.263
B.1.1.265,B.1.1,B.1.1.265
B.1.1,B.1,B.1.1.265
B.1,B,B.1.1.265
B,NA,B.1.1.265
B.1.1.266,B.1.1,B.1.1.266
B.1.1,B.1,B.1.1.266
B.1,B,B.1.1.266
B,NA,B.1.1.266
B.1.1.267,B.1.1,B.1.1.267
B.1.1,B.1,B.1.1.267
B.1,B,B.1.1.267
B,NA,B.1.1.267
B.1.1.268,B.1.1,B.1.1.268
B.1.1,B.1,B.1.1.268
B.1,B,B.1.1.268
B,NA,B.1.1.268
B.1.1.269,B.1.1,B.1.1.269
B.1.1,B.1,B.1.1.269
B.1,B,B.1.1.269
B,NA,B.1.1.269
B.1.1.270,B.1.1,B.1.1.270
B.1.1,B.1,B.1.1.270
B.1,B,B.1.1.270
B,NA,B.1.1.270
B.1.1.271,B.1.1,B.1.1.271
B.1.1,B.1,B.1.1.271
B.1,B,B.1.1.271
B,NA,B.1.1.271
B.1.1.272,B.1.1,B.1.1.272
B.1.1,B.1,B.1.1.272
B.1,B,B.1.1.272
B,NA,B.1.1.272
B.1.1.273,B.1.1,B.1.1.273
B.1.1,B.1,B.1.1.273
B.1,B,B.1.1.273
B,NA,B.1.1.273
B.1.1.274,B.1.1,B.1.1.274
B.1.1,B.1,B.1.1.274
B.1,B,B.1.1.274
B,NA,B.1.1.274
B.1.1.275,B.1.1,B.1.1.275
B.1.1,B.1,B.1.1.275
B.1,B,B.1.1.275
B,NA,B.1.1.275
B.1.1.277,B.1.1,B.1.1.277
B.1.1,B.1,B.1.1.277
B.1,B,B.1.1.277
B,NA,B.1.1.277
K.1,B.1.1.277,K.1
B.1.1.277,B.1.1,K.1
B.1.1,B.1,K.1
B.1,B,K.1
B,NA,K.1
K.2,B.1.1.277,K.2
B.1.1.277,B.1.1,K.2
B.1.1,B.1,K.2
B.1,B,K.2
B,NA,K.2
K.3,B.1.1.277,K.3
B.1.1.277,B.1.1,K.3
B.1.1,B.1,K.3
B.1,B,K.3
B,NA,K.3
B.1.1.279,B.1.1,B.1.1.279
B.1.1,B.1,B.1.1.279
B.1,B,B.1.1.279
B,NA,B.1.1.279
B.1.1.280,B.1.1,B.1.1.280
B.1.1,B.1,B.1.1.280
B.1,B,B.1.1.280
B,NA,B.1.1.280
B.1.1.282,B.1.1,B.1.1.282
B.1.1,B.1,B.1.1.282
B.1,B,B.1.1.282
B,NA,B.1.1.282
B.1.1.283,B.1.1,B.1.1.283
B.1.1,B.1,B.1.1.283
B.1,B,B.1.1.283
B,NA,B.1.1.283
B.1.1.284,B.1.1,B.1.1.284
B.1.1,B.1,B.1.1.284
B.1,B,B.1.1.284
B,NA,B.1.1.284
B.1.1.285,B.1.1,B.1.1.285
B.1.1,B.1,B.1.1.285
B.1,B,B.1.1.285
B,NA,B.1.1.285
B.1.1.286,B.1.1,B.1.1.286
B.1.1,B.1,B.1.1.286
B.1,B,B.1.1.286
B,NA,B.1.1.286
B.1.1.288,B.1.1,B.1.1.288
B.1.1,B.1,B.1.1.288
B.1,B,B.1.1.288
B,NA,B.1.1.288
B.1.1.289,B.1.1,B.1.1.289
B.1.1,B.1,B.1.1.289
B.1,B,B.1.1.289
B,NA,B.1.1.289
B.1.1.290,B.1.1,B.1.1.290
B.1.1,B.1,B.1.1.290
B.1,B,B.1.1.290
B,NA,B.1.1.290
B.1.1.291,B.1.1,B.1.1.291
B.1.1,B.1,B.1.1.291
B.1,B,B.1.1.291
B,NA,B.1.1.291
B.1.1.294,B.1.1,B.1.1.294
B.1.1,B.1,B.1.1.294
B.1,B,B.1.1.294
B,NA,B.1.1.294
M.1,B.1.1.294,M.1
B.1.1.294,B.1.1,M.1
B.1.1,B.1,M.1
B.1,B,M.1
B,NA,M.1
M.2,B.1.1.294,M.2
B.1.1.294,B.1.1,M.2
B.1.1,B.1,M.2
B.1,B,M.2
B,NA,M.2
M.3,B.1.1.294,M.3
B.1.1.294,B.1.1,M.3
B.1.1,B.1,M.3
B.1,B,M.3
B,NA,M.3
B.1.1.296,B.1.1,B.1.1.296
B.1.1,B.1,B.1.1.296
B.1,B,B.1.1.296
B,NA,B.1.1.296
B.1.1.297,B.1.1,B.1.1.297
B.1.1,B.1,B.1.1.297
B.1,B,B.1.1.297
B,NA,B.1.1.297
AG.1,B.1.1.297,AG.1
B.1.1.297,B.1.1,AG.1
B.1.1,B.1,AG.1
B.1,B,AG.1
B,NA,AG.1
B.1.1.298,B.1.1,B.1.1.298
B.1.1,B.1,B.1.1.298
B.1,B,B.1.1.298
B,NA,B.1.1.298
B.1.1.299,B.1.1,B.1.1.299
B.1.1,B.1,B.1.1.299
B.1,B,B.1.1.299
B,NA,B.1.1.299
B.1.1.300,B.1.1,B.1.1.300
B.1.1,B.1,B.1.1.300
B.1,B,B.1.1.300
B,NA,B.1.1.300
B.1.1.301,B.1.1,B.1.1.301
B.1.1,B.1,B.1.1.301
B.1,B,B.1.1.301
B,NA,B.1.1.301
B.1.1.302,B.1.1,B.1.1.302
B.1.1,B.1,B.1.1.302
B.1,B,B.1.1.302
B,NA,B.1.1.302
B.1.1.303,B.1.1,B.1.1.303
B.1.1,B.1,B.1.1.303
B.1,B,B.1.1.303
B,NA,B.1.1.303
B.1.1.304,B.1.1,B.1.1.304
B.1.1,B.1,B.1.1.304
B.1,B,B.1.1.304
B,NA,B.1.1.304
B.1.1.305,B.1.1,B.1.1.305
B.1.1,B.1,B.1.1.305
B.1,B,B.1.1.305
B,NA,B.1.1.305
AF.1,B.1.1.305,AF.1
B.1.1.305,B.1.1,AF.1
B.1.1,B.1,AF.1
B.1,B,AF.1
B,NA,AF.1
B.1.1.306,B.1.1,B.1.1.306
B.1.1,B.1,B.1.1.306
B.1,B,B.1.1.306
B,NA,B.1.1.306
AE.1,B.1.1.306,AE.1
B.1.1.306,B.1.1,AE.1
B.1.1,B.1,AE.1
B.1,B,AE.1
B,NA,AE.1
AE.2,B.1.1.306,AE.2
B.1.1.306,B.1.1,AE.2
B.1.1,B.1,AE.2
B.1,B,AE.2
B,NA,AE.2
AE.3,B.1.1.306,AE.3
B.1.1.306,B.1.1,AE.3
B.1.1,B.1,AE.3
B.1,B,AE.3
B,NA,AE.3
AE.4,B.1.1.306,AE.4
B.1.1.306,B.1.1,AE.4
B.1.1,B.1,AE.4
B.1,B,AE.4
B,NA,AE.4
AE.5,B.1.1.306,AE.5
B.1.1.306,B.1.1,AE.5
B.1.1,B.1,AE.5
B.1,B,AE.5
B,NA,AE.5
AE.6,B.1.1.306,AE.6
B.1.1.306,B.1.1,AE.6
B.1.1,B.1,AE.6
B.1,B,AE.6
B,NA,AE.6
AE.7,B.1.1.306,AE.7
B.1.1.306,B.1.1,AE.7
B.1.1,B.1,AE.7
B.1,B,AE.7
B,NA,AE.7
AE.8,B.1.1.306,AE.8
B.1.1.306,B.1.1,AE.8
B.1.1,B.1,AE.8
B.1,B,AE.8
B,NA,AE.8
B.1.1.307,B.1.1,B.1.1.307
B.1.1,B.1,B.1.1.307
B.1,B,B.1.1.307
B,NA,B.1.1.307
B.1.1.308,B.1.1,B.1.1.308
B.1.1,B.1,B.1.1.308
B.1,B,B.1.1.308
B,NA,B.1.1.308
B.1.1.309,B.1.1,B.1.1.309
B.1.1,B.1,B.1.1.309
B.1,B,B.1.1.309
B,NA,B.1.1.309
B.1.1.310,B.1.1,B.1.1.310
B.1.1,B.1,B.1.1.310
B.1,B,B.1.1.310
B,NA,B.1.1.310
B.1.1.311,B.1.1,B.1.1.311
B.1.1,B.1,B.1.1.311
B.1,B,B.1.1.311
B,NA,B.1.1.311
B.1.1.312,B.1.1,B.1.1.312
B.1.1,B.1,B.1.1.312
B.1,B,B.1.1.312
B,NA,B.1.1.312
B.1.1.315,B.1.1,B.1.1.315
B.1.1,B.1,B.1.1.315
B.1,B,B.1.1.315
B,NA,B.1.1.315
AD.1,B.1.1.315,AD.1
B.1.1.315,B.1.1,AD.1
B.1.1,B.1,AD.1
B.1,B,AD.1
B,NA,AD.1
AD.2,B.1.1.315,AD.2
B.1.1.315,B.1.1,AD.2
B.1.1,B.1,AD.2
B.1,B,AD.2
B,NA,AD.2
AD.2.1,AD.2,AD.2.1
AD.2,B.1.1.315,AD.2.1
B.1.1.315,B.1.1,AD.2.1
B.1.1,B.1,AD.2.1
B.1,B,AD.2.1
B,NA,AD.2.1
B.1.1.316,B.1.1,B.1.1.316
B.1.1,B.1,B.1.1.316
B.1,B,B.1.1.316
B,NA,B.1.1.316
R.1,B.1.1.316,R.1
B.1.1.316,B.1.1,R.1
B.1.1,B.1,R.1
B.1,B,R.1
B,NA,R.1
R.2,B.1.1.316,R.2
B.1.1.316,B.1.1,R.2
B.1.1,B.1,R.2
B.1,B,R.2
B,NA,R.2
B.1.1.317,B.1.1,B.1.1.317
B.1.1,B.1,B.1.1.317
B.1,B,B.1.1.317
B,NA,B.1.1.317
AS.1,B.1.1.317,AS.1
B.1.1.317,B.1.1,AS.1
B.1.1,B.1,AS.1
B.1,B,AS.1
B,NA,AS.1
AS.2,B.1.1.317,AS.2
B.1.1.317,B.1.1,AS.2
B.1.1,B.1,AS.2
B.1,B,AS.2
B,NA,AS.2
B.1.1.318,B.1.1,B.1.1.318
B.1.1,B.1,B.1.1.318
B.1,B,B.1.1.318
B,NA,B.1.1.318
AZ.1,B.1.1.318,AZ.1
B.1.1.318,B.1.1,AZ.1
B.1.1,B.1,AZ.1
B.1,B,AZ.1
B,NA,AZ.1
AZ.2,B.1.1.318,AZ.2
B.1.1.318,B.1.1,AZ.2
B.1.1,B.1,AZ.2
B.1,B,AZ.2
B,NA,AZ.2
AZ.2.1,AZ.2,AZ.2.1
AZ.2,B.1.1.318,AZ.2.1
B.1.1.318,B.1.1,AZ.2.1
B.1.1,B.1,AZ.2.1
B.1,B,AZ.2.1
B,NA,AZ.2.1
AZ.3,B.1.1.318,AZ.3
B.1.1.318,B.1.1,AZ.3
B.1.1,B.1,AZ.3
B.1,B,AZ.3
B,NA,AZ.3
AZ.4,B.1.1.318,AZ.4
B.1.1.318,B.1.1,AZ.4
B.1.1,B.1,AZ.4
B.1,B,AZ.4
B,NA,AZ.4
AZ.5,B.1.1.318,AZ.5
B.1.1.318,B.1.1,AZ.5
B.1.1,B.1,AZ.5
B.1,B,AZ.5
B,NA,AZ.5
AZ.6,B.1.1.318,AZ.6
B.1.1.318,B.1.1,AZ.6
B.1.1,B.1,AZ.6
B.1,B,AZ.6
B,NA,AZ.6
B.1.1.319,B.1.1,B.1.1.319
B.1.1,B.1,B.1.1.319
B.1,B,B.1.1.319
B,NA,B.1.1.319
B.1.1.320,B.1.1,B.1.1.320
B.1.1,B.1,B.1.1.320
B.1,B,B.1.1.320
B,NA,B.1.1.320
B.1.1.322,B.1.1,B.1.1.322
B.1.1,B.1,B.1.1.322
B.1,B,B.1.1.322
B,NA,B.1.1.322
B.1.1.323,B.1.1,B.1.1.323
B.1.1,B.1,B.1.1.323
B.1,B,B.1.1.323
B,NA,B.1.1.323
B.1.1.324,B.1.1,B.1.1.324
B.1.1,B.1,B.1.1.324
B.1,B,B.1.1.324
B,NA,B.1.1.324
B.1.1.325,B.1.1,B.1.1.325
B.1.1,B.1,B.1.1.325
B.1,B,B.1.1.325
B,NA,B.1.1.325
B.1.1.326,B.1.1,B.1.1.326
B.1.1,B.1,B.1.1.326
B.1,B,B.1.1.326
B,NA,B.1.1.326
B.1.1.327,B.1.1,B.1.1.327
B.1.1,B.1,B.1.1.327
B.1,B,B.1.1.327
B,NA,B.1.1.327
B.1.1.328,B.1.1,B.1.1.328
B.1.1,B.1,B.1.1.328
B.1,B,B.1.1.328
B,NA,B.1.1.328
B.1.1.329,B.1.1,B.1.1.329
B.1.1,B.1,B.1.1.329
B.1,B,B.1.1.329
B,NA,B.1.1.329
B.1.1.330,B.1.1,B.1.1.330
B.1.1,B.1,B.1.1.330
B.1,B,B.1.1.330
B,NA,B.1.1.330
B.1.1.331,B.1.1,B.1.1.331
B.1.1,B.1,B.1.1.331
B.1,B,B.1.1.331
B,NA,B.1.1.331
B.1.1.332,B.1.1,B.1.1.332
B.1.1,B.1,B.1.1.332
B.1,B,B.1.1.332
B,NA,B.1.1.332
B.1.1.333,B.1.1,B.1.1.333
B.1.1,B.1,B.1.1.333
B.1,B,B.1.1.333
B,NA,B.1.1.333
B.1.1.334,B.1.1,B.1.1.334
B.1.1,B.1,B.1.1.334
B.1,B,B.1.1.334
B,NA,B.1.1.334
B.1.1.335,B.1.1,B.1.1.335
B.1.1,B.1,B.1.1.335
B.1,B,B.1.1.335
B,NA,B.1.1.335
B.1.1.336,B.1.1,B.1.1.336
B.1.1,B.1,B.1.1.336
B.1,B,B.1.1.336
B,NA,B.1.1.336
B.1.1.337,B.1.1,B.1.1.337
B.1.1,B.1,B.1.1.337
B.1,B,B.1.1.337
B,NA,B.1.1.337
B.1.1.338,B.1.1,B.1.1.338
B.1.1,B.1,B.1.1.338
B.1,B,B.1.1.338
B,NA,B.1.1.338
B.1.1.339,B.1.1,B.1.1.339
B.1.1,B.1,B.1.1.339
B.1,B,B.1.1.339
B,NA,B.1.1.339
B.1.1.340,B.1.1,B.1.1.340
B.1.1,B.1,B.1.1.340
B.1,B,B.1.1.340
B,NA,B.1.1.340
B.1.1.341,B.1.1,B.1.1.341
B.1.1,B.1,B.1.1.341
B.1,B,B.1.1.341
B,NA,B.1.1.341
B.1.1.342,B.1.1,B.1.1.342
B.1.1,B.1,B.1.1.342
B.1,B,B.1.1.342
B,NA,B.1.1.342
B.1.1.343,B.1.1,B.1.1.343
B.1.1,B.1,B.1.1.343
B.1,B,B.1.1.343
B,NA,B.1.1.343
B.1.1.344,B.1.1,B.1.1.344
B.1.1,B.1,B.1.1.344
